gene,cluster_mean,other_mean,log2fc,pvalue,padj
DQ584545,6.888596240294356,5.815494847136182,1.0731013931581739,0.005535701498816705,0.052523647943737345
TRNA_Pseudo,2.9607623914428904,2.169727874162032,0.7910345172808584,0.00021198174047703212,0.0028201794913032745
DQ598345,0.7664229209620248,-0.01909143880781132,0.7855143597698361,0.0002662947627745891,0.003518487950786683
SNORD60,1.0714089665384288,0.3458486865720831,0.7255602799663456,0.00011966148018124419,0.0016142270916932263
DQ576791,-0.29252402157432184,-1.0077297190990584,0.7152056975247365,0.001803874430197989,0.02091570183686673
DQ586951,-0.04089697260151855,-0.7532797313981207,0.7123827587966021,0.010072815515852415,0.0818797605732907
MIR4728,0.15600137636610373,-0.4971085855134284,0.6531099618795322,0.0006149993837086425,0.007834071802792924
DM110804,4.589487290834796,3.9912342809772046,0.5982530098575918,0.01185168799910004,0.09133076592019818
DQ584698,4.11526074010426,3.524457621405418,0.5908031186988416,0.01870586331157271,0.12297262430493969
MIR6759,2.534702437640414,1.9444214422589259,0.590280995381488,0.007260357336561639,0.06452373429109559
SNORD48,2.4699989074529234,1.897467239064961,0.5725316683879624,0.01256057552788711,0.0949038344353086
MIR6777,-0.03253476094056754,-0.6010203896408666,0.5684856287002991,0.002809410364033757,0.030612075837368927
Mir_324,1.379078956658745,0.8138071946229799,0.565271762035765,0.0031845238363152504,0.03379997531219746
SNORD34,0.8043736064670886,0.2538883751005136,0.5504852313665749,0.009590307638653666,0.0791245242627761
MIR8075,2.4477851603537397,1.9010432202238254,0.5467419401299143,0.002503332790272519,0.02786345711206682
MIR4440,-1.5993266755361357,-2.1288037038792957,0.52947702834316,6.001594281861758e-06,8.262230486604067e-05
MIR6821,0.44063583922597493,-0.07842882881986862,0.5190646680458435,0.0044806287549985935,0.04453932577231291
MIR1204,-0.27887452264180407,-0.7834712906282981,0.504596767986494,0.007791158165746425,0.0679497306543553
MIR4523,0.0550375565138678,-0.4447950698160503,0.4998326263299181,0.005811775940517429,0.05460592523715995
MIR6840,-1.446056467625234,-1.9221358794649586,0.47607941183972446,0.0011070389253643963,0.013516122006080732
MIR631,1.3560125299871724,0.8838472450387711,0.47216528494840126,0.018550676499151313,0.12212409498816011
MIR3916,1.391573014483207,0.9272702701455352,0.4643027443376718,0.0031056201615902745,0.03313341385671753
DQ597999,-2.0952586359533187,-2.5576228547119935,0.4623642187586747,0.004913945860273251,0.04805733174186753
MIR1281,4.7455392610481955,4.285406599111764,0.46013266193643165,0.05993561189633317,0.2461602294627983
SNORD78,-0.4538438659845232,-0.9069272552028076,0.4530833892182844,0.02471082060410363,0.14658840629361108
TRNA_Val,2.620957517912266,2.1683965899889794,0.4525609279232867,0.0361939572830914,0.18394969398034186
SNORD4A,3.2980726617784577,2.8460952247514624,0.45197743702699533,0.02864222690540402,0.1606765418820965
MIR25,-0.6459245164907746,-1.092787418201265,0.44686290171049026,0.003895785217895238,0.039684293977008754
TRNA_Asp,-1.5023024124328543,-1.9373071813080538,0.43500476887519945,0.002900379341782382,0.03142162456444831
JA611308,-1.1461505728872223,-1.5707242946553088,0.4245737217680865,0.0203667527327356,0.129761168211313
SNORD12B,-0.37595189327694606,-0.7985370384886282,0.42258514521168217,0.0058023822698653705,0.05455087686853325
DQ590589,-0.709173838565196,-1.1176263968969762,0.4084525583317802,0.08304141030137097,0.2891553620207372
SNORD88B,-0.3649849386090842,-0.762580615323077,0.39759567671399276,0.00628629584171301,0.057987603453219384
SNORD104,7.317004032969661,6.91981407590057,0.39718995706909066,0.006924042421887273,0.06238023669602514
DQ581179,-1.7382355341800262,-2.1342639846678986,0.3960284504878724,0.0058548843608219,0.054910667212630784
SNORD35A,2.0930656991193506,1.7000030109044677,0.3930626882148829,0.0349577433852976,0.18006158520919197
SNORD36B,-0.20835536445250516,-0.5960397350126702,0.387684370560165,0.040669315985831796,0.19702360343651298
5S_rRNA,1.1576544978833978,0.7754349614830031,0.38221953640039474,0.010027487042388327,0.0816187730915917
M37726,0.7839154907482044,0.4021352963308009,0.3817801944174035,0.07114159413068946,0.2673315076384712
TRNA_Gly,-1.216599107899432,-1.5925225652215669,0.37592345732213484,0.01797770598815394,0.12006376127331005
SNORD38A,-0.2849896361106274,-0.6606839263290782,0.37569429021845085,0.03653932820575042,0.18490540328241087
SNORD58A,-1.717561661260544,-2.091848816636589,0.3742871553760452,0.009863914618924972,0.08086292028297977
SNORD99,0.08646767098289936,-0.28761801194857023,0.3740856829314696,0.037856812310538814,0.18916042958447288
SNORD79,1.892985022162689,1.5195520316383122,0.37343299052437673,0.06888030313723172,0.26663064202849296
DQ590712,-2.3201868695615304,-2.688343478747964,0.36815660918643367,0.00031394638259425397,0.0041111392018547506
MIR4459,-0.8936474485925529,-1.2521127832169099,0.35846533462435703,0.06794882311897238,0.2647028178173776
MIR611,-1.7388698345306217,-2.0968040068025395,0.3579341722719178,0.008956141658437868,0.07540406772713715
SNORD110,-0.4297063782780875,-0.7857956327714009,0.35608925449331336,0.042835762223612725,0.20240750168888652
L13711,1.142407146954421,0.7881329752086857,0.3542741717457353,0.013020264045504255,0.09716403524286481
MIR1285-1,-0.15696422711673583,-0.5072503952907977,0.3502861681740619,0.041157667400585955,0.198272421463881
MIR4784,0.33445766067314275,-0.013669865631406684,0.34812752630454946,0.05241556566830105,0.22702868851418914
MIR6751,-2.3589716142849015,-2.707057320785075,0.3480857065001737,0.0009855860217310895,0.01214860725268773
Mir_544,-1.8160808338856262,-2.160853969868432,0.3447731359828059,0.002506704155472025,0.02789092421003751
TLS/FUS-ERG,1.1207548415373938,0.7764863772247705,0.34426846431262326,0.07751763096262188,0.2783045256532488
SNORA27,0.1858569524227982,-0.15701739706035373,0.34287434948315193,0.017941745752105717,0.11996793384721466
MIR3936,1.5450924013887968,1.204905800910214,0.34018660047858273,0.026323966309650528,0.15243700190382056
MIR4690,-2.129440073408777,-2.461123550039019,0.3316834766302419,0.007475394495070694,0.06599772628442706
MIR324,-1.1888646948680435,-1.5113022746132088,0.3224375797451653,0.033606837447774734,0.17638038417180832
DL492006,3.6694681280638264,3.3489383309827696,0.3205297970810568,0.0557966840280592,0.2350115519276811
L07266,-1.6914820040091127,-2.0097932969666457,0.3183112929575329,0.045788465742339864,0.21001902082284077
MIR6758,-1.6860999042191043,-1.9985529091378431,0.31245300491873884,0.027549372171564064,0.15714142309058637
MIR6807,-0.8805960933977841,-1.1887159526159021,0.308119859218118,0.02476016994031939,0.14672051771126665
MIR1273G,-1.874702271683204,-2.1814666185126184,0.30676434682941434,0.004860866983285086,0.04770450220638925
SNORA31,-1.3212925220862037,-1.01281660867543,-0.30847591341077374,0.017311281643226043,0.1171995411094915
AF343406,5.805547418676502,6.143326813800559,-0.3377793951240564,0.0592026533130756,0.24432275631876968
IGCH,-1.1763616593361588,-0.8310941824241033,-0.3452674769120555,0.009952148708821466,0.08131945570490905
DQ576653,-2.4857925072748275,-2.139813826259198,-0.34597868101562934,0.04092756635603043,0.1975030230736209
T cell antigen receptor beta-chain,3.115514596696676,3.470293083123392,-0.35477848642671583,0.05677948563996052,0.23767592826552555
HM467897,-2.8087843288723975,-2.4472423452423033,-0.36154198363009415,0.008844824387593613,0.07475232878507033
SNORD42A,-0.8200525831187179,-0.43512365197380043,-0.38492893114491744,0.0497377457066499,0.2199222622448332
TCRA,5.054380581181246,5.454356964539168,-0.39997638335792196,0.004212021265422256,0.04230525101114804
T-cell antigen receptor VJ junction a...,-1.5980151812054895,-1.184668602767751,-0.41334657843773837,0.013540300433224057,0.09979020364648054
MIR6087,-0.7279259230274648,-0.30467262605580325,-0.4232532969716616,0.0580222035754856,0.24116015531340734
SNORD24,-2.3745052883442663,-1.9012664196655669,-0.47323886867869946,0.0005199001009455464,0.006675006911682316
MIR8072,-0.1855957297935319,0.30084048890164805,-0.48643621869517994,0.005500351532548201,0.052268580681065345
septin 9/TNRC6C fusion,-0.3143970691225897,0.8749810545486995,-1.1893781236712893,1.0982023421812535e-05,0.00015071594171375897
DQ598167,0.3229498921796096,1.7652166139947258,-1.4422667218151162,1.004620133466187e-08,1.3861242923305258e-07
